from,to,value,gas,input,tx_hash,fuzz_string
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x939F8f3B34FFfCD480B219103B04655DCf23cF33,0,483177,0x8f088f920000000000000000000000005d1f4630578800421e0a94d8a107896fcc19ea26,0x56f1226f31220abf1ea1f924331aaf39d2c28b9d80ebd7a5be8fe3b491edf9ff,"4.sol,4_attacker.sol,vul,10"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x7C1A27dEb4559881Fc1469bb3e76Af3877C3e528,0,304415,0x8f088f920000000000000000000000004c1cebe33fe3f82850f39273c2eeec1d46ec67df,0xcc18cc4097e24708d675892e7c770eaa169750f086b2762b2fd5fa878ff22a8a,"4_safe.sol,4_safe_attacker.sol,safe,11"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xFc7F07b5aAB827a876B0bd6308086e0274c4eb00,0,399618,0x8f088f9200000000000000000000000047e9ee9b0b9c90bed7c6cc085db698e7df88cbda,0x7eeb855fddab8fef4ed65b328c3b3eeca5f68b9c2dcba84b331d0d7935ee3296,"4.sol,4_attacker_benign.sol,safe,12"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0x876Fcd654A672c0F33630d3cDd7dA23c0777ddd4,0,123086,0x8f088f92000000000000000000000000e23382015e5fb6d81100556580135b55ac82753a,0x1c7865d2cc6f2b4e7699b1243e288c36af18575704674e0937ea10c50e522fed,"5.sol,5_attacker.sol,vul,13"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x6bbF84801866957dDf72a37D490361D1F1b3CAe3,0,57857,0x8f088f9200000000000000000000000063f84875a3f885dc6d1d4df74ba4ad3b3ca56d0f,0xb724210fdc995040bfa60942641cf2f7eac005b28111dc5fd404dd8a91abfc90,"5.sol,5_attacker_benign.sol,safe,14"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x41D05344512efd8FEcB4eFE4740Bf81db804f7e6,0,175035,0x8f088f92000000000000000000000000bc257198d41693b3d1e70e9c1c5a00a756191651,0x5eae6403a0231fce44a2d101ee76f8f3cf5ac79ab6a549322ca7068a616c288f,"6.sol,6_attacker.sol,vul,15"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xe14d9B016707531F9B522b64eE0AEFE0B8BeE1f9,0,87092,0x8f088f920000000000000000000000007786b9b49a48b0f7ffda89fc17d4ee548d9e3f89,0x2aa709dfcb269bb9ed9b6372b3136c7f783d48594a271af534baa6172dbfde17,"6_safe.sol,6_safe_attacker.sol,safe,16"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x65f302139a8D230fBdd73823C92C62b5d8D7E69b,0,60006,0x8f088f92000000000000000000000000dd059de179bbfd7ea5c2a425b19fd405b4879e2e,0xb6502f6055c8d167011cb82a52545277a7cd972eb10800f33804b7c338466c98,"6.sol,6_attacker_benign.sol,safe,17"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0x83AA56DE857Cc52a924FAbf4C33aa39298f17eef,0,227192,0x8f088f920000000000000000000000009d97f62cb25f94bfcb97f9ff0af09388a8925ec6,0x771f14e21b57393c75ce5d7d1138128c14c390fdc16ebf17531d597a37bb8631,"7.sol,7_attacker.sol,vul,18"
0x66a01D01FDBaa979fdde20CBc852b3aDC5e1F3c7,0xd7cC4c1200bE95Ed06cB2DF21a7528467a1f64D2,0,148763,0x8f088f9200000000000000000000000054d091afe8a698baa147bc29a6a11e8b48afa786,0x9540ac383c09b52e175232e842430dc7ba8f485b44da1e8bce95d4d58cbdb58f,"8.sol,8_attacker.sol,vul,19"
0xeb9C44CBB771Db9736D6fFe15fee919554c5Eb56,0xF7690e6663D7f75268D727d1fc9Ca053ae52089e,0,111261,0x8f088f92000000000000000000000000cdaedbd444a615ceebd9fc1cf99b5726842587e4,0x20b93652a020d896e8c14f85147fa6fc855d0c74a028dec87ef965fdd7a56074,"8_safe_1.sol,8_safe_1_attacker.sol,safe,20"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0x897B3CcCa6BaB117180D8AF2e0555365E3e56da1,0,99371,0x8f088f9200000000000000000000000044e0a6e1ca94eadc837a6c51a990c561bf48edea,0x37875123673ea7b5a0070ee86aef38fd6761b6a5c581e4b304376bfe56bbdb65,"8_safe_2.sol,8_safe_2_attacker.sol,safe,21"
0x2ba8F20Ae57D9F981741394A4F531C2D0e63717d,0x1bFf574be2087Db571350eB3D87da5c815B8b2Aa,0,115845,0x8f088f920000000000000000000000003bf70d49c396905e4a41a95b7fc1b6818a8a1630,0x1d5a8dda5f379edb01b02f1e73685aff49a6715790f84a071890e628e64f02aa,"8_safe_3.sol,8_safe_3_attacker.sol,safe,22"
0x52503d5F66B6D9FB8731fDc38f60a7aa545cA378,0xD21C860806d1D3393E513765c26d0F8D46D2EAf2,0,246185,0x8f088f92000000000000000000000000f357846392031204ddee95bf9ca8af7b3355cc8f,0x2492d1be579ba1d7a5933f5b9e000b27d68c9680a61432eaa6cf34d012550c30,"9.sol,9_attacker.sol,vul,23"
0xA3D57cDD628989F65468b102927a2595DE8F4AEA,0xB341C2ddF8684263A0AB6C354d9b57D49d6C662c,0,234740,0x8f088f9200000000000000000000000068b9300d19af17d3170c11f6b45fb75406cb85e0,0xbf595d8b0bc095d91a47ccb8c85a089e62f7876c97f078e9bd9172287aa7f679,"9_safe_2.sol,9_safe_2_attacker.sol,safe,25"
